Date,Open,High,Low,Close,Adj Close,Volume,7_day_MA,30_day_MA,Daily_Return,Volatility
1999-03-08,0.042708,0.045833,0.041927,0.044531,0.040845,75888000,0.04423357142857143,0.042495700000000004,0.014835916134913418,0.048308943403318975
1999-03-09,0.044401,0.046615,0.044401,0.045964,0.042159,143184000,0.044270857142857147,0.0425174,0.03217982978150036,0.04476929725158749
1999-03-10,0.046615,0.046615,0.044531,0.045182,0.041442,235344000,0.044159142857142855,0.04263023333333334,-0.017013314768079324,0.042383954301906016
1999-03-11,0.044401,0.045182,0.043229,0.043229,0.039651,54288000,0.04382428571428571,0.04268229999999999,-0.043225178168297185,0.043223036536787635
1999-03-12,0.04349,0.04349,0.041667,0.042448,0.038934,90768000,0.04382428571428571,0.0427127,-0.018066575678364005,0.04337141071477715
1999-03-15,0.04349,0.044792,0.043229,0.044271,0.040607,108816000,0.044215000000000004,0.04286896666666666,0.04294666415378812,0.04300028197694391
1999-03-16,0.044531,0.045052,0.042448,0.042839,0.039293,79152000,0.04406628571428571,0.04295143333333333,-0.032346231167129647,0.04341841357618389
1999-03-17,0.043229,0.04401,0.042057,0.043099,0.039532,51360000,0.04386171428571428,0.04314673333333333,0.006069235976563281,0.04068273310658903
1999-03-18,0.043229,0.044271,0.042188,0.04362,0.040009,46320000,0.04352685714285714,0.043333366666666664,0.012088447527784929,0.04059980048249508
1999-03-19,0.04349,0.045052,0.04349,0.04375,0.040129,105312000,0.04332228571428571,0.0434549,0.0029802842732691293,0.03951311868605605
1999-03-22,0.044661,0.044792,0.042448,0.042448,0.038934,36672000,0.04321071428571428,0.04349396666666667,-0.029759999999999898,0.039664040625773514
1999-03-23,0.042708,0.042708,0.039063,0.039844,0.036546,163968000,0.042838714285714286,0.04349396666666667,-0.06134564643799478,0.04078950666119158
1999-03-24,0.039583,0.039844,0.038021,0.039583,0.036307,60864000,0.042169000000000005,0.04353736666666666,-0.00655054713382186,0.04011451441709561
1999-03-25,0.039453,0.041667,0.039323,0.040104,0.036784,40320000,0.04177828571428571,0.043611133333333336,0.013162216102872382,0.04009866850307246
1999-03-26,0.040625,0.04375,0.040625,0.04362,0.040009,88272000,0.04185271428571429,0.0436936,0.08767205266307587,0.04022630119624738
1999-03-29,0.044922,0.045964,0.044141,0.044922,0.041204,65952000,0.04203871428571428,0.043741333333333327,0.029848693259972414,0.03925837162633166
1999-03-30,0.045052,0.045443,0.040885,0.041146,0.03774,69504000,0.04166671428571428,0.043654533333333335,-0.08405680958105144,0.04225652657441705
1999-03-31,0.042448,0.044531,0.040495,0.04401,0.040367,153600000,0.04188985714285714,0.043741333333333327,0.06960579400184708,0.04296843685330529
1999-04-01,0.04401,0.044271,0.041927,0.042708,0.039173,30432000,0.042298999999999996,0.04376303333333333,-0.02958418541240626,0.043298089340023535
1999-04-05,0.042188,0.043229,0.041146,0.041406,0.037979,98640000,0.042559428571428574,0.04369356666666667,-0.03048609159876381,0.043223266698187136
1999-04-06,0.041797,0.041927,0.039583,0.040365,0.037024,69696000,0.04259671428571428,0.04358073333333333,-0.02514128387190262,0.04342948579129899
1999-04-07,0.040625,0.04401,0.040365,0.04375,0.040129,89280000,0.04261528571428571,0.0435113,0.08385977951195334,0.04531419411540258
1999-04-08,0.04401,0.045833,0.04349,0.044531,0.040845,130128000,0.04255942857142857,0.04334636666666667,0.01785142857142863,0.04288788144721892
1999-04-09,0.044792,0.044792,0.04349,0.04375,0.040129,48624000,0.04293142857142857,0.043207466666666666,-0.01753834407491417,0.042637104838848645
1999-04-12,0.043229,0.043229,0.041146,0.041927,0.038457,33312000,0.04263385714285715,0.043081600000000005,-0.04166857142857139,0.04248326161533834
1999-04-13,0.042708,0.042708,0.039583,0.040234,0.036904,36144000,0.042280428571428566,0.042890599999999994,-0.040379707586996494,0.04302462005412374
1999-04-14,0.040104,0.041016,0.039063,0.039063,0.03583,48288000,0.04194571428571429,0.0426736,-0.029104737286871796,0.043270271731487196
1999-04-15,0.040104,0.040104,0.039063,0.040104,0.036784,35856000,0.041908428571428576,0.042595466666666665,0.026649258889486216,0.041856888077721636
1999-04-16,0.039844,0.042057,0.039844,0.041406,0.037979,38928000,0.04157357142857143,0.04259113333333333,0.03246558946738465,0.04210696665298375
1999-04-19,0.041927,0.041927,0.039063,0.039583,0.036307,31296000,0.04086671428571428,0.0424479,-0.044027435637347234,0.041516145827765805
1999-04-20,0.039583,0.041146,0.038411,0.038802,0.03559,67680000,0.04015985714285714,0.04225693333333333,-0.019730692468989175,0.0414951424410645
1999-04-21,0.038802,0.039583,0.038542,0.039453,0.036187,37488000,0.039806428571428576,0.042039900000000005,0.016777485696613637,0.04112886636446074
1999-04-22,0.039583,0.039583,0.03737,0.03776,0.034634,227184000,0.039453,0.0417925,-0.04291181912655562,0.041673796952231085
1999-04-23,0.03763,0.03776,0.035677,0.035938,0.032963,126048000,0.03900657142857143,0.04154946666666667,-0.048252118644067865,0.041842014717342155
1999-04-26,0.035938,0.036458,0.033333,0.034115,0.031291,123504000,0.038151,0.0412717,-0.05072625076520665,0.04260359877559356
1999-04-27,0.034896,0.038021,0.034375,0.03776,0.034634,226944000,0.037630142857142855,0.04105466666666667,0.10684449655576733,0.046567894869085955
1999-04-28,0.038021,0.038021,0.036328,0.0375,0.034396,120096000,0.03733257142857143,0.040876699999999995,-0.0068855932203391035,0.04626938968814057
1999-04-29,0.03763,0.03776,0.036719,0.0375,0.034396,48144000,0.037146571428571425,0.04069006666666666,0.0,0.04623977637561917
1999-04-30,0.037891,0.039583,0.03763,0.038021,0.034874,99312000,0.036941999999999996,0.04050343333333333,0.013893333333333313,0.04626207682996131
1999-05-03,0.038411,0.038411,0.03724,0.038281,0.035112,33840000,0.03701642857142857,0.040321133333333335,0.006838326188159272,0.046286215839012074
1999-05-04,0.038281,0.038281,0.035417,0.036198,0.033202,96048000,0.03705357142857143,0.0401128,-0.054413416577414386,0.04698354040734649
1999-05-05,0.036458,0.036979,0.034375,0.036979,0.033918,144576000,0.03746271428571429,0.0400173,0.021575777667274254,0.0459358942156921
1999-05-06,0.036719,0.0375,0.035156,0.036263,0.033261,35616000,0.037248857142857146,0.03990663333333334,-0.01936234078801491,0.04604408299425659
1999-05-07,0.035156,0.036719,0.035156,0.036458,0.03344,25008000,0.0371,0.0397851,0.005377381904420497,0.04597811426062614
1999-05-10,0.036198,0.03724,0.036198,0.036458,0.03344,19680000,0.036951142857142856,0.039546366666666666,0.0,0.042743440828059115
1999-05-11,0.038021,0.039583,0.03724,0.038411,0.035232,171744000,0.03700685714285714,0.039329333333333334,0.05356848976904938,0.04362235022864406
1999-05-12,0.038802,0.039714,0.038281,0.039583,0.036307,168480000,0.03719285714285714,0.03927723333333333,0.03051209289005752,0.04135518320196435
1999-05-13,0.039583,0.040625,0.039453,0.039583,0.036307,69936000,0.03767642857142857,0.03912966666666667,0.0,0.039183048756613
1999-05-14,0.039583,0.039583,0.036979,0.0375,0.034396,28464000,0.03775085714285714,0.038956066666666664,-0.052623601040850954,0.03994450206208841
1999-05-17,0.036979,0.039323,0.036849,0.039323,0.036068,35760000,0.038188,0.03888663333333333,0.0486133333333334,0.04070968584348451
1999-05-18,0.039714,0.041667,0.038542,0.041146,0.03774,151536000,0.03885771428571429,0.03891266666666667,0.046359636853749775,0.041331700471200224
1999-05-19,0.042969,0.044531,0.038672,0.039323,0.036068,451728000,0.039267,0.038765100000000004,-0.04430564331891329,0.03908265495061844
1999-05-20,0.039583,0.039583,0.034766,0.036198,0.033202,178176000,0.03895085714285714,0.03848733333333333,-0.07947003026218746,0.04128469017167077
1999-05-21,0.035677,0.035677,0.034375,0.035417,0.032485,303504000,0.038355714285714285,0.03820956666666667,-0.021575777667274587,0.04132993970895482
1999-05-24,0.035677,0.036458,0.034766,0.035286,0.032365,162624000,0.037741857142857146,0.0379882,-0.003698788717282686,0.04078405639258981
1999-05-25,0.035417,0.035938,0.035156,0.035547,0.032605,130080000,0.03746285714285714,0.03783196666666667,0.007396701241285664,0.04028190038459235
1999-05-26,0.035417,0.03724,0.035417,0.035417,0.032485,104736000,0.03690485714285714,0.037710433333333335,-0.003657129996905595,0.03998751272463272
1999-05-27,0.035677,0.035677,0.035156,0.035156,0.032246,82320000,0.036049142857142856,0.0375455,-0.007369342406189028,0.039613222377068734
1999-05-28,0.035677,0.035677,0.035156,0.035547,0.032605,88656000,0.03550971428571429,0.0373502,0.011121856866537883,0.03913139452006001
1999-06-01,0.035417,0.035677,0.034896,0.035677,0.032724,98544000,0.03543528571428571,0.037219999999999996,0.003657129996905484,0.038425729328217056
1999-06-02,0.035677,0.035677,0.034375,0.034375,0.03153,130128000,0.03528642857142857,0.037072433333333335,-0.03649409984023311,0.0388012515975846
1999-06-03,0.035286,0.035547,0.034896,0.035286,0.032365,41568000,0.03528642857142857,0.03693353333333333,0.02650181818181796,0.039014852861335665
1999-06-04,0.035547,0.035677,0.035286,0.035547,0.032605,78912000,0.035286428571428566,0.03685976666666666,0.007396701241285664,0.038314331266359275
1999-06-07,0.035742,0.036458,0.035677,0.035938,0.032963,125136000,0.035360857142857145,0.03685976666666667,0.010999521759923248,0.0373252721944582
1999-06-08,0.036068,0.0375,0.035938,0.036849,0.033799,153312000,0.035602714285714286,0.0369509,0.025349212532695287,0.036282799364359
1999-06-09,0.036979,0.038281,0.036979,0.0375,0.034396,95184000,0.03588171428571429,0.03694223333333333,0.017666693804445188,0.0307266651743097
1999-06-10,0.0375,0.03776,0.03724,0.03763,0.034515,36096000,0.03616071428571428,0.036946566666666666,0.003466666666666729,0.030702090687530183
1999-06-11,0.03763,0.03776,0.035547,0.036849,0.033799,61008000,0.03651414285714285,0.03692486666666666,-0.02075471698113196,0.030948401710166513
1999-06-14,0.036914,0.036979,0.035156,0.035417,0.032485,51648000,0.036532857142857145,0.03683806666666666,-0.03886129881407918,0.03161658609259022
1999-06-15,0.035417,0.035677,0.034896,0.035417,0.032485,49296000,0.036514285714285714,0.03674259999999999,0.0,0.03157624133385087
1999-06-16,0.035938,0.0375,0.035417,0.036458,0.03344,64416000,0.03658857142857142,0.036751266666666664,0.029392664539627855,0.03047657099368553
1999-06-17,0.036198,0.036719,0.035417,0.035417,0.032485,74928000,0.03638399999999999,0.03669920000000001,-0.028553403916835807,0.030665769726254385
1999-06-18,0.035677,0.035677,0.034115,0.034115,0.031291,158736000,0.03590042857142857,0.036627599999999996,-0.03676200694581688,0.031185598927075727
1999-06-21,0.035156,0.035938,0.034212,0.035938,0.032963,83472000,0.03565871428571429,0.03661026666666667,0.05343690458742478,0.03274934812550259
1999-06-22,0.035938,0.035938,0.034505,0.035286,0.032365,193056000,0.03543542857142857,0.0365712,-0.018142356280260397,0.03291726128925251
1999-06-23,0.034896,0.035938,0.034505,0.035938,0.032963,210912000,0.03550985714285714,0.036488766666666665,0.018477583177464174,0.03152134458464012
1999-06-24,0.036198,0.036198,0.034896,0.035156,0.032246,115200000,0.03547257142857143,0.0363412,-0.021759697256385935,0.031119762769251207
1999-06-25,0.034896,0.036068,0.034896,0.035677,0.032724,73536000,0.035361,0.03621099999999999,0.014819660939811241,0.0312939290305315
1999-06-28,0.036849,0.036849,0.035417,0.036198,0.033202,109152000,0.03547257142857143,0.0361676,0.014603245788603392,0.029996493237194197
1999-06-29,0.036719,0.037109,0.036198,0.036589,0.03356,92688000,0.035826000000000004,0.03607646666666667,0.010801701751478099,0.028613861713540408
1999-06-30,0.03776,0.039844,0.036979,0.039844,0.036546,269232000,0.03638400000000001,0.03603306666666666,0.0889611631911229,0.03195821544501782
1999-07-01,0.039844,0.039844,0.035677,0.03776,0.034634,88992000,0.036737428571428574,0.03598096666666666,-0.052303985543620035,0.03236634523156784
1999-07-02,0.038281,0.040495,0.0375,0.040495,0.037143,224880000,0.037388428571428566,0.0361242,0.07243114406779672,0.031512574940321864
1999-07-06,0.040885,0.040885,0.040104,0.040625,0.037262,198096000,0.038169714285714286,0.0362978,0.0032102728731941976,0.031135651170266853
1999-07-07,0.040885,0.040885,0.039844,0.039844,0.036546,63120000,0.038765,0.03644973333333333,-0.019224615384615507,0.03141378076465045
1999-07-08,0.040104,0.041406,0.038802,0.040755,0.037382,186048000,0.039416,0.036623333333333334,0.02286417026402976,0.03158894775270575
1999-07-09,0.040625,0.044531,0.040625,0.044206,0.040547,211728000,0.04050414285714286,0.0369163,0.0846767267819899,0.03471252140144141
1999-07-12,0.046875,0.048177,0.045052,0.046224,0.042398,401040000,0.041415571428571434,0.037285233333333334,0.04564991177668176,0.03524925718587503
1999-07-13,0.046745,0.047005,0.044271,0.046354,0.042517,138864000,0.04264328571428571,0.03764546666666667,0.002812391831083394,0.035270781058501365
1999-07-14,0.046354,0.047396,0.044271,0.044531,0.040845,137952000,0.04321985714285714,0.0379406,-0.03932778185269881,0.03637130535599925
1999-07-15,0.044922,0.046354,0.044792,0.044792,0.041084,137040000,0.043815142857142865,0.03828783333333333,0.005861085535918686,0.035391684062821054
1999-07-16,0.045573,0.046094,0.044792,0.045703,0.04192,103872000,0.04465214285714286,0.03863506666666667,0.020338453295231318,0.03530711231144548
1999-07-19,0.045833,0.045964,0.044271,0.044531,0.040845,43632000,0.04519157142857143,0.038934533333333333,-0.02564383082073385,0.035877658979205494
1999-07-20,0.044531,0.044531,0.042188,0.04375,0.040129,178752000,0.045126428571428574,0.039194933333333334,-0.01753834407491417,0.036176570162591314
1999-07-21,0.043229,0.043229,0.041146,0.042448,0.038934,112080000,0.044586999999999995,0.039381566666666666,-0.029759999999999898,0.03661957441650748
1999-07-22,0.042188,0.042188,0.040104,0.040495,0.037143,213264000,0.04375,0.0394814,-0.04600923482849595,0.03771085828765197
1999-07-23,0.040365,0.041667,0.040365,0.040495,0.037143,80256000,0.04317342857142857,0.039576900000000005,0.0,0.03771544689856187
1999-07-26,0.041536,0.041536,0.040625,0.040625,0.037262,60528000,0.042578142857142856,0.039702766666666674,0.0032102728731941976,0.03744508717507528
1999-07-27,0.040625,0.040885,0.040104,0.040755,0.037382,98592000,0.041871285714285715,0.0398807,0.0031999999999998696,0.036565028836759376
1999-07-28,0.040625,0.041927,0.040495,0.041406,0.037979,244224000,0.041424857142857145,0.040080333333333336,0.015973500184026435,0.03660111089167319
1999-07-29,0.040625,0.041927,0.040365,0.041797,0.038337,388800000,0.04114585714285714,0.0402583,0.009443075882722418,0.03633903824303773
1999-07-30,0.041797,0.042969,0.041667,0.041927,0.038457,452304000,0.04107142857142858,0.0404753,0.0031102710720865012,0.0357806712162573
1999-08-02,0.041927,0.042448,0.041667,0.042318,0.038815,313344000,0.04133185714285714,0.04074873333333333,0.009325732821332311,0.03484761842205556
1999-08-03,0.042318,0.042318,0.040885,0.041276,0.037859,255216000,0.041443428571428576,0.04092666666666667,-0.024623091828536392,0.034230023668807466
1999-08-04,0.041536,0.041667,0.041146,0.041276,0.037859,89952000,0.04153642857142857,0.041126333333333334,0.0,0.03396297396631479
1999-08-05,0.041276,0.041927,0.040625,0.041927,0.038457,240576000,0.04170385714285714,0.041325966666666665,0.01577187711987582,0.033931686853684306
1999-08-06,0.041797,0.042057,0.041667,0.041927,0.038457,183984000,0.04177828571428571,0.04155166666666667,0.0,0.03355503800620082
1999-08-09,0.042057,0.042448,0.041667,0.041927,0.038457,31056000,0.041796857142857136,0.041760000000000005,0.0,0.03353621378249049
1999-08-10,0.042188,0.044531,0.041927,0.042708,0.039173,212064000,0.04190842857142857,0.041977,0.01862761466358198,0.033580135152022086
1999-08-11,0.04349,0.046094,0.042969,0.045573,0.041801,197712000,0.042373428571428576,0.042276466666666665,0.06708345040741781,0.035378146558457
1999-08-12,0.045833,0.048958,0.045573,0.047786,0.043831,239616000,0.04330342857142857,0.042541199999999994,0.04855945406271256,0.03286737756646729
1999-08-13,0.047396,0.048307,0.046875,0.047266,0.043354,84672000,0.044159142857142855,0.04285806666666667,-0.010881848240070324,0.03113219335042264
1999-08-16,0.047656,0.047656,0.04388,0.045443,0.041682,223440000,0.044661428571428574,0.043023,-0.03856895019675888,0.029773527577474476
1999-08-17,0.045573,0.046354,0.044401,0.045573,0.041801,193536000,0.045182285714285716,0.04318793333333334,0.002860726624562826,0.029774025529190926
1999-08-18,0.045052,0.047135,0.044141,0.046615,0.042757,279888000,0.045852000000000004,0.04341363333333334,0.022864415333640364,0.02962050667398717
1999-08-19,0.04987,0.059115,0.048177,0.05651,0.051833,1966992000,0.04782371428571429,0.04393879999999999,0.2122707283063392,0.04793639057730294
1999-08-20,0.056641,0.057031,0.053906,0.05599,0.051356,353088000,0.04931185714285714,0.044331600000000006,-0.00920191116616531,0.04605409301234434
1999-08-23,0.055208,0.055208,0.050781,0.052604,0.04825,507984000,0.05000014285714285,0.044544266666666665,-0.06047508483657793,0.04719149200385312
1999-08-24,0.051823,0.052865,0.049219,0.052344,0.048011,398064000,0.050725571428571425,0.04474393333333333,-0.004942589917116491,0.04722686797421114
1999-08-25,0.052474,0.052995,0.05,0.052083,0.047772,350352000,0.051674142857142856,0.04499566666666667,-0.004986244841815757,0.04652507589902809
1999-08-26,0.052083,0.052865,0.050521,0.051302,0.047056,275376000,0.05249257142857143,0.045212666666666665,-0.014995295969894129,0.04668579589388109
1999-08-27,0.052344,0.05625,0.052083,0.054167,0.049683,552384000,0.05357142857142857,0.04549480000000001,0.05584577599313856,0.04751762043027601
1999-08-30,0.055078,0.05612,0.051693,0.053971,0.049504,158640000,0.05320871428571428,0.045809466666666666,-0.0036184392711430258,0.04716979001612987
1999-08-31,0.054167,0.058854,0.053125,0.058594,0.053744,786864000,0.05358071428571428,0.04630426666666667,0.0856571121528229,0.049013793315454676
1999-09-01,0.058594,0.058594,0.054948,0.055859,0.051235,565344000,0.05404571428571429,0.0467513,-0.04667713417756092,0.0495911343918293
1999-09-02,0.054036,0.055469,0.052865,0.055208,0.050638,341088000,0.054454857142857145,0.047241733333333334,-0.011654343973218295,0.048633556500697214
1999-09-03,0.05625,0.057031,0.055208,0.055599,0.050997,258864000,0.05495714285714286,0.0477452,0.007082306912041814,0.048593285870837465
1999-09-07,0.05651,0.05651,0.055078,0.055339,0.050758,124416000,0.05553385714285714,0.04823566666666667,-0.004676343099696112,0.04866194541966954
1999-09-08,0.055469,0.055859,0.055208,0.055208,0.050638,170064000,0.05568257142857143,0.04871743333333334,-0.00236722745261031,0.048704940462977554
1999-09-09,0.055729,0.05612,0.053385,0.054427,0.049922,209472000,0.05574771428571429,0.04915146666666667,-0.01414650050717281,0.04891371903160769
1999-09-10,0.055339,0.05599,0.054948,0.055208,0.050638,167424000,0.055264,0.0495985,0.014349495654730093,0.04891922386198757
1999-09-13,0.055469,0.055469,0.052865,0.053385,0.048966,174432000,0.05491057142857143,0.04998043333333333,-0.0330205767280104,0.049545290014565035
1999-09-14,0.053385,0.053385,0.051563,0.051823,0.047533,250368000,0.054427,0.050297266666666667,-0.029259155193406383,0.050039784313909506
1999-09-15,0.051172,0.052865,0.050781,0.052214,0.047892,212736000,0.05394342857142857,0.05066186666666666,0.007544912490593081,0.04966215636666227
1999-09-16,0.051563,0.052083,0.05026,0.050911,0.046697,158112000,0.053310857142857146,0.05098303333333334,-0.024954992913778007,0.05002522117847672
1999-09-17,0.050586,0.051042,0.048958,0.050781,0.046578,171648000,0.05267842857142857,0.051278166666666666,-0.0025534756732336072,0.05004065171739496
1999-09-20,0.04987,0.050521,0.048958,0.048958,0.044906,229104000,0.05189714285714286,0.05151253333333334,-0.03589925365786417,0.050652316398677726
1999-09-21,0.047917,0.048177,0.04362,0.044271,0.040607,737328000,0.05033471428571429,0.05159066666666667,-0.09573511989868877,0.05397175417780616
1999-09-22,0.044271,0.045573,0.041667,0.045313,0.041562,375984000,0.04918157142857143,0.0516775,0.02353685256714333,0.054027752023252336
1999-09-23,0.045443,0.045573,0.041146,0.041536,0.038098,379584000,0.04771199999999999,0.05154293333333333,-0.08335356299516705,0.05487838756196659
1999-09-24,0.041667,0.042708,0.034896,0.03776,0.034634,684912000,0.04564714285714285,0.05120873333333333,-0.09090909090909083,0.05636019242394329
1999-09-27,0.040234,0.040885,0.03776,0.040104,0.036784,432000000,0.04410328571428572,0.050969999999999994,0.06207627118644066,0.057716199003852726
1999-09-28,0.040169,0.044271,0.040104,0.04375,0.040129,413184000,0.04309885714285714,0.050913566666666674,0.09091362457610197,0.05983894630296865
1999-09-29,0.044661,0.046354,0.039583,0.040234,0.036904,594048000,0.041852571428571426,0.0507356,-0.08036571428571426,0.06162290481862883
1999-09-30,0.041667,0.042969,0.039583,0.040104,0.036784,342528000,0.04125728571428571,0.05051856666666667,-0.00323109807625388,0.06143805355529434
1999-10-01,0.039453,0.040885,0.03776,0.039844,0.036546,347760000,0.040476,0.04996303333333334,-0.006483143826052307,0.04602359589143174
1999-10-04,0.041146,0.041276,0.040104,0.040625,0.037262,177600000,0.04034585714285714,0.04945086666666666,0.01960144563798827,0.04635195482598312
1999-10-05,0.040625,0.044792,0.040625,0.044531,0.040845,478080000,0.04131314285714286,0.04918176666666667,0.09614769230769227,0.049158452488117683
1999-10-06,0.044661,0.052083,0.044271,0.04987,0.045742,1508736000,0.04270828571428571,0.0490993,0.11989400642249204,0.05413953079749156
1999-10-07,0.051953,0.051953,0.046354,0.046615,0.042757,487296000,0.04311757142857143,0.04891703333333333,-0.06526970122318032,0.055426448023669944
1999-10-08,0.046615,0.050391,0.044792,0.048958,0.044906,398928000,0.04436385714285714,0.048838900000000005,0.05026279094712005,0.05618306874425836
1999-10-11,0.049349,0.049479,0.046354,0.047656,0.043711,544464000,0.04544271428571428,0.048621866666666666,-0.026594223620245994,0.055365430808514124
1999-10-12,0.047917,0.048438,0.046875,0.047005,0.043114,322992000,0.046465714285714284,0.048389666666666664,-0.013660399529964673,0.055400956392495364
1999-10-13,0.046484,0.046484,0.044792,0.045703,0.04192,280368000,0.04719114285714286,0.047959966666666666,-0.02769918093819801,0.052948270007741695
1999-10-14,0.045833,0.045833,0.044271,0.044792,0.041084,192336000,0.04722842857142857,0.04759106666666667,-0.019933045970724095,0.0524785794531552
1999-10-15,0.042578,0.044792,0.042448,0.044531,0.040845,210720000,0.046465714285714284,0.047235166666666675,-0.0058269333809608526,0.052467757825654895
1999-10-18,0.044661,0.044661,0.041927,0.042188,0.038696,215184000,0.04583328571428571,0.04678813333333333,-0.052615032224742286,0.05309000069599961
1999-10-19,0.04349,0.04349,0.039714,0.040495,0.037143,308928000,0.044624285714285714,0.046293333333333325,-0.04012989475680284,0.053411521310827284
1999-10-20,0.041146,0.042448,0.040495,0.041927,0.038457,348720000,0.04380585714285714,0.04585063333333333,0.03536239041857003,0.054013631915427844
1999-10-21,0.041797,0.04388,0.040625,0.04388,0.040248,382128000,0.04335942857142857,0.04549906666666667,0.046580962148496274,0.05489566501925271
1999-10-22,0.04375,0.046224,0.04375,0.044922,0.041204,286752000,0.043247857142857137,0.0451562,0.023746581586143956,0.055040675329510166
1999-10-25,0.044661,0.045313,0.042708,0.042708,0.039173,213840000,0.04295014285714286,0.0448003,-0.04928542807533043,0.05540111017227251
1999-10-26,0.044531,0.048438,0.044271,0.046875,0.042995,481248000,0.043285000000000004,0.04463536666666667,0.09756954200618151,0.05832209708875503
1999-10-27,0.047135,0.047396,0.04401,0.044792,0.041084,214128000,0.043657,0.04438796666666666,-0.04443733333333333,0.05880786189399094
1999-10-28,0.045052,0.045833,0.042448,0.042708,0.039173,222768000,0.04397314285714286,0.04411453333333334,-0.04652616538667609,0.05921047270556634
1999-10-29,0.043229,0.046875,0.042969,0.046094,0.042279,330528000,0.04456842857142857,0.0439583,0.07928257001030259,0.06114072270189727
1999-11-01,0.045313,0.050781,0.045313,0.048958,0.044906,782544000,0.04529385714285714,0.0439583,0.0621339002907102,0.06185072724971607
1999-11-02,0.04987,0.052344,0.049479,0.052083,0.047772,837504000,0.046316857142857146,0.04421869999999999,0.06383022182278686,0.06000419509647964
1999-11-03,0.054167,0.058594,0.053776,0.057161,0.05243,2011680000,0.04838157142857143,0.04461363333333333,0.0974982239886335,0.06218047786211247
1999-11-04,0.057813,0.06237,0.057813,0.060807,0.055774,1260336000,0.05037185714285714,0.045256,0.06378474834240144,0.06037075591837808
1999-11-05,0.0625,0.063021,0.05599,0.058854,0.053982,616368000,0.05238071428571429,0.04595913333333333,-0.032118012728797773,0.05772657015071466
1999-11-08,0.057031,0.06224,0.055208,0.060547,0.055535,470016000,0.05492914285714285,0.046640566666666675,0.028766099160634884,0.05713671938789432
